State,Product Category,Sales Channel,Month,Year,Quantity Sold,Unit Price,Revenue,Expense,Profit
Maharashtra,Tyres,Online,Aug,2022,479.12,777.0315,372291.33228000003,338720.0228189546,33571.30946104543
Tamil Nadu,Tubes,Distributor,Sep,2022,208.82000000000002,714.693,149242.19226,101612.91280855454,47629.27945144547
Uttar Pradesh,Tyres,Online,Jan,2022,1036.68,480.70050000000003,498332.59434000007,400983.0087047546,97349.58563524549
Uttar Pradesh,Alloys,Retail,Aug,2022,976.2600000000001,234.95850000000002,229380.58521000005,169960.56996955458,59420.01524044547
Rajasthan,Alloys,Retail,Jun,2022,553.32,302.56800000000004,167416.92576000004,136142.1108251546,31274.81493484543
Delhi,Alloys,Online,Feb,2022,367.82,348.7575,128279.98365,109797.95398615453,18482.02966384546
Punjab,Brakes,Retail,Oct,2022,418.70000000000005,1033.1475,432578.85825000005,347900.3597945546,84678.49845544546
Punjab,Batteries,Distributor,Oct,2022,985.8000000000001,333.55350000000004,328817.04030000005,214245.20296915458,114571.83733084548
Tamil Nadu,Batteries,Retail,May,2022,743.0600000000001,632.5830000000001,470047.1239800001,440053.6192424546,29993.504737545503
Maharashtra,Alloys,Distributor,Feb,2022,61.480000000000004,368.52900000000005,22657.162920000006,19722.59519665455,2934.5677233454553
Delhi,Brakes,Online,Dec,2022,272.42,952.77,259553.60340000002,243407.9889011546,16145.614498845418
Tamil Nadu,Tubes,Online,Apr,2022,179.14000000000001,943.9395000000001,169097.32203000004,156374.4040181546,12722.918011845439
Karnataka,Alloys,Online,Jun,2022,714.44,257.7435,184142.26614,173448.90863665452,10693.357503345469
Gujarat,Tyres,Online,Sep,2022,955.0600000000001,653.751,624371.43006,469657.1577377545,154714.27232224552
Gujarat,Brakes,Online,Sep,2022,553.32,732.0075,405034.38990000007,251050.32905275462,153984.06084724545
Punjab,Tyres,Retail,Nov,2022,1001.7,393.5715,394240.57155000005,312657.9237755547,81582.64777444536
Maharashtra,Alloys,Online,Dec,2022,224.72,721.1085,162047.50212000002,113246.75366215456,48800.74845784546
Gujarat,Batteries,Retail,Jun,2022,222.60000000000002,122.0835,27175.7871,21633.260481854544,5542.526618145457
Maharashtra,Batteries,Online,Feb,2022,916.9000000000001,810.432,743085.1008000001,633251.6765450548,109833.42425494536
Gujarat,Alloys,Retail,Jun,2022,195.04000000000002,786.2925,153358.4892,111806.92221385456,41551.56698614545
Gujarat,Tubes,Distributor,Feb,2022,781.22,193.52550000000002,151185.99111000003,113474.40378835458,37711.58732164545
Gujarat,Alloys,Online,Jun,2022,449.44,341.69100000000003,153569.60304000002,127562.35610665455,26007.246933345465
Delhi,Tubes,Online,Aug,2022,295.74,476.47950000000003,140914.04733,132400.41996805454,8513.627361945459
Rajasthan,Alloys,Distributor,Dec,2022,351.92,515.4975000000001,181413.88020000004,135008.81259895457,46405.06760104548
Maharashtra,Suspension,Online,Aug,2022,697.48,650.1705000000001,453480.92034000007,360767.9455661546,92712.97477384546
Tamil Nadu,Brakes,Retail,Feb,2022,532.12,322.5285,171623.86542000002,136948.85985985457,34675.00556014545
Haryana,Batteries,Distributor,Aug,2022,598.9,127.974,76643.6286,65200.18455805454,11443.444041945455
Maharashtra,Brakes,Retail,Mar,2022,69.96000000000001,1044.855,73098.05580000002,57558.52077655456,15539.53502344546
Punjab,Tubes,Retail,Dec,2022,100.7,969.5490000000001,97633.58430000002,73366.00077535455,24267.583524645466
Haryana,Brakes,Retail,Dec,2022,841.64,1005.648,846393.5827200001,623991.3903308547,222402.19238914538
Rajasthan,Batteries,Retail,Jan,2022,372.06,1018.4895,378939.20337,365822.2300454546,13116.973324545426
Rajasthan,Alloys,Retail,Feb,2022,174.9,383.25,67030.425,50730.49583365455,16299.92916634545
Karnataka,Alloys,Distributor,Aug,2022,222.60000000000002,404.49150000000003,90039.80790000001,61146.23999275455,28893.567907245466
West Bengal,Suspension,Retail,Mar,2022,892.5200000000001,477.98100000000005,426607.6021200001,393476.7679739547,33130.83414604544
Haryana,Tyres,Retail,Jul,2022,394.32,643.713,253828.91015999997,165758.44303285453,88070.46712714544
Rajasthan,Suspension,Online,Jan,2022,357.22,739.2315,264068.27643,197336.16828325458,66732.10814674545
Uttar Pradesh,Brakes,Retail,Dec,2022,729.2800000000001,594.825,433793.9760000001,405290.6837687546,28503.29223124549
Haryana,Suspension,Online,Feb,2022,884.0400000000001,906.99,801815.4396,535012.9548128545,266802.4847871455
Rajasthan,Tubes,Online,May,2022,312.7,444.71700000000004,139063.00590000002,100659.35707045456,38403.64882954546
West Bengal,Tyres,Online,Dec,2022,856.48,501.69000000000005,429687.45120000007,305233.90213555464,124453.54906444543
Karnataka,Batteries,Retail,Aug,2022,484.42,968.016,468926.31072,376237.84810165456,92688.46261834545
Haryana,Brakes,Online,May,2022,926.44,698.355,646984.0062000001,445148.1420107547,201835.8641892454
Rajasthan,Suspension,Retail,Jan,2022,874.5,768.3585,671929.5082500001,608017.7754932548,63911.7327567453
Karnataka,Batteries,Distributor,Jun,2022,987.9200000000001,424.41,419283.12720000005,315886.9375607546,103396.18963924545
Maharashtra,Tyres,Online,Feb,2022,935.98,519.3615,486111.97677,418185.3358082546,67926.6409617454
Tamil Nadu,Batteries,Distributor,Oct,2022,106.0,544.992,57769.151999999995,47002.343842454546,10766.808157545449
Punjab,Tubes,Online,Jul,2022,184.44,897.792,165588.75648,153695.49693835457,11893.259541645442
Uttar Pradesh,Brakes,Online,Nov,2022,375.24,140.2905,52642.607220000005,48144.17121025456,4498.436009745448
Delhi,Suspension,Retail,Dec,2022,109.18,612.5385,66876.95343000001,49205.24686645456,17671.70656354545
Tamil Nadu,Brakes,Online,Aug,2022,331.78000000000003,832.6395,276253.13331,192217.90377805458,84035.22953194543
Punjab,Batteries,Online,Aug,2022,57.24,537.1170000000001,30744.577080000006,28332.649002854552,2411.928077145454
Rajasthan,Tyres,Distributor,Apr,2022,988.98,493.73100000000005,488290.0843800001,424897.4148665546,63392.669513445464
Maharashtra,Batteries,Distributor,Dec,2022,1044.1000000000001,791.154,826043.8914000001,801092.9741795545,24950.917220445583
Haryana,Tyres,Distributor,Jul,2022,726.1,780.297,566573.6517,358530.5591309546,208043.09256904543
Karnataka,Tyres,Online,Jan,2022,179.14000000000001,360.9375,64658.34375000001,50190.99323575455,14467.35051424546
Gujarat,Alloys,Retail,Feb,2022,418.70000000000005,128.96099999999998,53995.9707,52107.99805765455,1887.9726423454485
West Bengal,Alloys,Distributor,Nov,2022,890.4000000000001,509.754,453884.96160000004,393157.0741946547,60727.88740534533
Maharashtra,Brakes,Distributor,Nov,2022,731.4000000000001,268.75800000000004,196569.60120000006,132565.6720865546,64003.929113445454
West Bengal,Brakes,Distributor,Oct,2022,902.0600000000001,331.6005,299123.54703,194981.09345065456,104142.45357934546
West Bengal,Brakes,Retail,Feb,2022,689.0,728.889,502204.521,361042.96452715463,141161.55647284538
Rajasthan,Tyres,Online,Mar,2022,340.26,593.2815,201869.96319,172576.34535205457,29293.617837945436
Delhi,Suspension,Distributor,Aug,2022,667.8000000000001,683.0775,456159.15450000006,350907.6617537546,105251.49274624547
Gujarat,Tubes,Distributor,Apr,2022,132.5,639.9014999999999,84786.94875,57247.48224175454,27539.46650824546
Haryana,Suspension,Distributor,Oct,2022,143.1,118.59750000000001,16971.30225,11198.428929254547,5772.873320745453
Delhi,Suspension,Online,Jul,2022,125.08000000000001,193.977,24262.643160000003,17718.155209454544,6544.487950545459
Haryana,Batteries,Distributor,Sep,2022,532.12,553.0980000000001,294314.50776000007,192266.61388915457,102047.8938708455
Karnataka,Brakes,Distributor,Jun,2022,509.86,867.5310000000001,442319.35566000006,328573.7147015546,113745.64095844544
Haryana,Tubes,Distributor,Jul,2022,321.18,514.9935,165405.61233,125983.00899535454,39422.603334645464
Gujarat,Brakes,Distributor,Apr,2022,605.26,1001.9415,606435.11229,568622.8512245545,37812.26106544549
Haryana,Brakes,Distributor,Dec,2022,242.74,459.0075,111419.48055000001,93995.98812325454,17423.492426745463
Tamil Nadu,Alloys,Retail,Sep,2022,520.46,578.4870000000001,301079.3440200001,244610.58640285462,56468.75761714546
Delhi,Suspension,Online,Dec,2022,598.9,686.9835,411434.41815000004,394266.4701893546,17167.947960645426
Tamil Nadu,Batteries,Distributor,Jul,2022,325.42,130.053,42321.84726,35092.108359854545,7229.738900145458
Haryana,Suspension,Retail,Jul,2022,555.44,861.8925,478729.5702000001,412721.96205745457,66007.6081425455
Haryana,Tubes,Retail,Jan,2022,767.44,712.908,547114.1155200001,428499.8766581546,118614.23886184552
Uttar Pradesh,Tubes,Distributor,Sep,2022,784.4000000000001,880.5090000000001,690671.2596000002,582685.6861379548,107985.5734620454
Gujarat,Suspension,Distributor,Aug,2022,663.5600000000001,1013.3235000000001,672400.9416600001,635001.2740352547,37399.6676247454
Delhi,Alloys,Retail,Dec,2022,641.3000000000001,363.8985,233368.10805000004,162274.7128535546,71093.39519644543
Gujarat,Alloys,Distributor,Jan,2022,372.06,122.22000000000001,45473.173200000005,29650.64212195454,15822.531078045464
Rajasthan,Alloys,Online,Oct,2022,89.04,423.045,37667.9268,32183.040559754543,5484.886240245458
Tamil Nadu,Brakes,Online,Jul,2022,693.24,903.4095,626279.60178,392295.0003785545,233984.6014014455
Tamil Nadu,Suspension,Distributor,Feb,2022,495.02000000000004,351.36150000000004,173930.96973000004,138591.9462551546,35339.02347484545
Gujarat,Tyres,Retail,Aug,2022,927.5,763.413,708065.5575,598126.9862429546,109938.57125704538
Tamil Nadu,Tyres,Retail,Oct,2022,489.72,142.0335,69556.64562000001,53466.08043505456,16090.565184945452
Punjab,Batteries,Distributor,Apr,2022,858.6,622.8285,534760.5501,412119.2589788546,122641.29112114542
Punjab,Brakes,Distributor,Jul,2022,1027.14,867.4575,891000.2965500001,868793.9985971546,22206.29795284546
Tamil Nadu,Brakes,Online,Sep,2022,632.82,456.56100000000004,288920.93202000007,259421.21151325456,29499.720506745507
Maharashtra,Brakes,Retail,Jul,2022,755.7800000000001,924.42,698658.1476,573286.0103636547,125372.13723634533
Gujarat,Batteries,Distributor,Jul,2022,878.74,510.3945,448504.06293,398580.64528465463,49923.417645345384
West Bengal,Alloys,Retail,May,2022,281.96000000000004,330.13050000000004,93083.59578000002,70200.97847995456,22882.61730004546
Tamil Nadu,Tyres,Distributor,Feb,2022,985.8000000000001,582.4665,574195.4757000001,525927.4128263546,48268.06287364545
Punjab,Alloys,Distributor,Apr,2022,414.46000000000004,386.2635,160090.77021000002,104706.50354305457,55384.26666694545
Karnataka,Batteries,Distributor,Mar,2022,700.6600000000001,115.23750000000001,80742.30675000002,76252.25541445456,4490.0513355454605
Rajasthan,Suspension,Online,Jan,2022,132.5,440.38050000000004,58350.41625,56187.18613075455,2163.2301192454543
Uttar Pradesh,Tubes,Retail,Jul,2022,831.0400000000001,1003.3275,833805.2856000001,687659.5408313547,146145.74476864538
Delhi,Tubes,Distributor,Feb,2022,440.96000000000004,183.70800000000003,81007.87968000001,52740.94290445456,28266.93677554545
Rajasthan,Batteries,Online,Apr,2022,471.70000000000005,415.59000000000003,196033.80300000004,168675.90240775462,27357.900592245423
West Bengal,Suspension,Online,May,2022,564.98,999.1590000000001,564504.8518200001,507860.8796213547,56643.97219864541
Karnataka,Batteries,Distributor,Sep,2022,93.28,191.1945,17834.62296,14200.617989054545,3634.004970945456
Delhi,Suspension,Retail,Feb,2022,1043.04,1046.1570000000002,1091183.59728,696329.6081540545,394853.9891259456
Tamil Nadu,Brakes,Distributor,Dec,2022,224.72,943.8765,212107.92708,157915.39292005458,54192.53415994541
Rajasthan,Suspension,Online,Jan,2022,749.4200000000001,1020.3795,764692.80489,662250.6089543547,102442.19593564537
Rajasthan,Tyres,Online,Dec,2022,573.46,924.189,529985.42394,487730.9246636545,42254.49927634548
Karnataka,Tubes,Online,May,2022,236.38000000000002,767.4135,181401.20313,116864.30194615455,64536.90118384546
Haryana,Tyres,Online,Sep,2022,1054.7,947.8455000000001,999692.6488500002,670644.8663069546,329047.7825430456
Tamil Nadu,Tubes,Retail,Feb,2022,82.68,185.1675,15309.6489,14906.759837354546,402.88906264545403
Karnataka,Tyres,Retail,Jun,2022,577.7,920.6610000000001,531865.8597,497491.2547319546,34374.60496804543
Haryana,Batteries,Distributor,Mar,2022,748.36,1000.1460000000001,748469.2605600001,728599.9478507546,19869.31270924548
Rajasthan,Brakes,Distributor,May,2022,191.86,435.96,83643.2856,73045.63062595455,10597.65497404545
Punjab,Alloys,Online,Nov,2022,886.1600000000001,839.4014999999999,743844.03324,609434.9428112545,134409.0904287455
Gujarat,Alloys,Distributor,Jan,2022,148.4,340.0425,50462.30700000001,37193.55586885455,13268.751131145458
Rajasthan,Suspension,Online,Sep,2022,185.5,570.528,105832.944,65837.94424285454,39994.99975714546
Tamil Nadu,Suspension,Retail,May,2022,285.14,645.0465,183928.55901,162799.04871175459,21129.510298245412
Tamil Nadu,Batteries,Retail,Nov,2022,535.3000000000001,216.0585,115656.11505000002,98543.68286155457,17112.432188445455
Uttar Pradesh,Batteries,Online,Apr,2022,53.0,748.5870000000001,39675.111000000004,27916.257227054546,11758.853772945458
Punjab,Tyres,Online,Jun,2022,587.24,459.249,269689.38276,194445.84395965456,75243.53880034544
Karnataka,Alloys,Distributor,Dec,2022,925.38,604.3065,559213.14897,433557.4398128545,125655.70915714547
Maharashtra,Brakes,Online,Mar,2022,113.42,116.48700000000001,13211.95554,12784.448030354546,427.5075096454548
Karnataka,Brakes,Online,Jun,2022,930.6800000000001,409.94100000000003,381523.88988000003,241751.08850635457,139772.80137364546
Maharashtra,Batteries,Retail,Dec,2022,277.72,1043.3535,289760.13402,186780.44990515456,102979.68411484544
Rajasthan,Alloys,Online,Sep,2022,292.56,762.1635,222978.55356,143864.46899875454,79114.08456124546
Maharashtra,Batteries,Online,Feb,2022,101.76,699.783,71209.91808,61868.43130105456,9341.486778945444
Rajasthan,Brakes,Online,May,2022,491.84000000000003,1046.0625,514495.38,447220.73488345457,67274.64511654543
Rajasthan,Tyres,Distributor,Jan,2022,326.48,956.592,312308.15616,198123.1306265545,114185.0255334455
Maharashtra,Suspension,Distributor,Feb,2022,64.66,1010.9715000000001,65369.41719,41761.90855495455,23607.50863504545
Delhi,Batteries,Retail,May,2022,431.42,535.5945,231066.17919000002,194455.5538829546,36610.62530704541
Uttar Pradesh,Brakes,Retail,Jun,2022,60.42,265.3455,16032.175110000002,13646.418671354548,2385.756438645454
Punjab,Tyres,Online,Oct,2022,738.82,438.921,324283.61322,268639.1615447545,55644.45167524548
Haryana,Tyres,Distributor,Mar,2022,827.86,445.5255,368832.74043,262502.6734415546,106330.06698844541
West Bengal,Batteries,Distributor,Jan,2022,1030.3200000000002,764.7675,787955.2506000001,639238.7441756547,148716.50642434543
Rajasthan,Batteries,Distributor,Aug,2022,1036.68,493.5945,511699.54626000003,427424.10428215464,84275.44197784539
Karnataka,Alloys,Retail,Mar,2022,849.0600000000001,258.678,219633.14268000002,207858.45792895457,11774.684751045454
Delhi,Batteries,Online,Aug,2022,320.12,993.8040000000001,318136.53648,244391.98129375456,73744.55518624544
Uttar Pradesh,Tyres,Retail,Feb,2022,803.48,684.6735000000001,550121.4637800001,422920.5226310547,127200.94114894542
Punjab,Alloys,Distributor,Jun,2022,925.38,933.45,863795.961,705589.5160595546,158206.44494044536
Delhi,Tyres,Retail,Oct,2022,57.24,129.9165,7436.420460000001,5604.951377354546,1831.4690826454553
Haryana,Brakes,Distributor,Feb,2022,120.84,558.9465,67543.09506,65732.65978525454,1810.4352747454686
Gujarat,Batteries,Distributor,Sep,2022,877.6800000000001,666.456,584935.1020800001,441808.02010675456,143127.08197324554
Punjab,Alloys,Online,Dec,2022,957.1800000000001,888.5625,850514.25375,700104.1086929546,150410.1450570454
Gujarat,Alloys,Retail,Mar,2022,1036.68,547.9110000000001,568008.37548,435970.5334433546,132037.84203664545
Karnataka,Batteries,Distributor,Sep,2022,460.04,117.915,54245.61660000001,34997.48532925455,19248.131270745456
Delhi,Tyres,Online,Dec,2022,556.5,873.1905,485930.51325,475433.56474195456,10496.948508045461
Karnataka,Brakes,Online,Sep,2022,974.1400000000001,967.9425000000001,942911.5069500002,781623.1105838548,161288.39636614535
Uttar Pradesh,Tubes,Online,Feb,2022,650.84,997.8045,649411.08078,600249.2980499545,49161.782730045496
Haryana,Brakes,Distributor,Jul,2022,205.64000000000001,332.829,68442.95556,47356.97958895454,21085.97597104546
Rajasthan,Alloys,Distributor,Sep,2022,53.0,1006.5825,53348.8725,44627.72306035455,8721.149439645451
Haryana,Brakes,Online,Jul,2022,524.7,934.92,490552.52400000003,437032.3657169545,53520.158283045515
Maharashtra,Batteries,Distributor,Nov,2022,87.98,443.46750000000003,39016.270650000006,25709.295982454547,13306.974667545459
Maharashtra,Batteries,Distributor,Jun,2022,215.18,575.7675,123893.65065000001,97835.60361415456,26058.047035845448
Uttar Pradesh,Alloys,Retail,Sep,2022,869.2,596.5575,518527.77900000004,479747.8430123547,38779.93598764535
Haryana,Tyres,Retail,Apr,2022,109.18,1019.739,111335.10402000001,72353.48619955455,38981.61782044546
Delhi,Brakes,Distributor,Jun,2022,860.72,486.2865,418556.51628,278889.4472351545,139667.06904484547
Karnataka,Batteries,Retail,Dec,2022,373.12,502.40400000000005,187456.98048000003,168874.92717565456,18582.053304345463
Karnataka,Alloys,Online,Sep,2022,1016.5400000000001,770.3534999999999,783095.14689,544073.8264865545,239021.3204034455
Uttar Pradesh,Batteries,Retail,Sep,2022,499.26000000000005,688.317,343649.14542,333840.3106088546,9808.83481114544
Tamil Nadu,Suspension,Distributor,Dec,2022,376.3,662.4765,249289.90695,189311.75927245457,59978.147677545436
Uttar Pradesh,Tubes,Distributor,Jan,2022,962.48,190.995,183828.8676,161744.8055399545,22084.062060045486
Delhi,Brakes,Online,Sep,2022,315.88,590.7195,186596.47566,168031.42487755456,18565.05078244544
Haryana,Tubes,Retail,May,2022,626.46,692.874,434057.84604000003,403188.58281745465,30869.263222545385
Maharashtra,Brakes,Retail,May,2022,192.92000000000002,857.6610000000001,165459.96012000003,129653.53196125456,35806.428158745475
Tamil Nadu,Batteries,Online,Mar,2022,477.0,570.045,271911.46499999997,193355.46657505454,78555.99842494543
Maharashtra,Alloys,Online,Dec,2022,125.08000000000001,1031.1315,128973.92802,102610.22625295457,26363.701767045437
Maharashtra,Alloys,Online,Jun,2022,269.24,302.63100000000003,81480.37044000001,67381.32909985457,14099.041340145443
Maharashtra,Alloys,Online,Dec,2022,987.9200000000001,612.717,605315.37864,474490.36090555455,130825.01773444546
Rajasthan,Tubes,Online,Mar,2022,950.82,248.54550000000003,236322.03231000004,157874.2833746546,78447.74893534544
Delhi,Alloys,Retail,Aug,2022,603.14,275.163,165961.81182,144235.55544175455,21726.256378245453
Rajasthan,Suspension,Retail,Dec,2022,349.8,952.4655,333172.4319,262827.4686563546,70344.96324364544
Maharashtra,Batteries,Online,Jul,2022,150.52,1024.59,154221.2868,128774.43425365456,25446.852546345443
Uttar Pradesh,Brakes,Distributor,Jan,2022,106.0,143.619,15223.614,10335.334826054546,4888.279173945453
West Bengal,Tyres,Distributor,Nov,2022,692.1800000000001,433.50300000000004,300062.10654000007,188878.77923335455,111183.32730664551
Punjab,Suspension,Distributor,Nov,2022,940.22,218.9985,205906.76967,161453.72565505456,44453.04401494545
Tamil Nadu,Tubes,Online,Jan,2022,418.70000000000005,950.04,397781.748,264291.6952838546,133490.0527161454
West Bengal,Brakes,Retail,Mar,2022,825.74,757.428,625438.59672,395384.79656215466,230053.80015784537
West Bengal,Tyres,Distributor,Jun,2022,315.88,559.6815,176792.19222,153092.5760456545,23699.616174345487
Rajasthan,Tyres,Retail,May,2022,111.30000000000001,930.5310000000001,103568.10030000002,98387.06305975455,5181.037240245467
Karnataka,Alloys,Distributor,Mar,2022,659.32,107.45700000000001,70848.54924000001,65961.60533215455,4886.94390784546
Rajasthan,Batteries,Distributor,Feb,2022,60.42,812.1015,49067.17263,33587.46002095454,15479.712609045462
Punjab,Brakes,Distributor,Oct,2022,814.08,612.0765,498279.23712,473921.8890323546,24357.348087645427
Delhi,Batteries,Distributor,Aug,2022,609.5,689.2515,420098.78925,315491.41008295456,104607.37916704541
Rajasthan,Tyres,Distributor,Dec,2022,280.90000000000003,785.883,220754.53470000005,141387.5673008546,79366.96739914545
Rajasthan,Brakes,Distributor,May,2022,792.88,343.5495,272393.52756,238388.6119973546,34004.915562645416
Punjab,Brakes,Retail,Dec,2022,712.32,903.0,643224.9600000001,571335.9895097547,71888.97049024538
Tamil Nadu,Suspension,Retail,Dec,2022,590.4200000000001,206.2725,121787.40945000002,94907.98722385458,26879.42222614544
Uttar Pradesh,Tubes,Retail,Mar,2022,835.2800000000001,480.3225,401203.77780000004,263111.58995395456,138092.18784604548
Punjab,Tyres,Online,Sep,2022,720.8000000000001,461.538,332676.59040000004,208001.27519515457,124675.31520484548
Tamil Nadu,Tubes,Online,Sep,2022,341.32,304.815,104039.4558,76579.58415115453,27459.871648845467
Tamil Nadu,Alloys,Distributor,Aug,2022,912.6600000000001,325.3845,296965.41777000006,220237.02811825462,76728.38965174544
Delhi,Brakes,Online,Feb,2022,78.44,746.7495000000001,58575.03078000001,52863.75566515457,5711.275114845441
Rajasthan,Alloys,Retail,Aug,2022,167.48000000000002,558.201,93487.50348000001,77464.11574735456,16023.387732645453
West Bengal,Suspension,Retail,Aug,2022,550.14,659.568,362854.73952,321754.5284255546,41100.211094445374
Delhi,Suspension,Retail,Jan,2022,443.08000000000004,638.4105000000001,282866.9243400001,213436.55092705463,69430.37341294545
Delhi,Alloys,Retail,Dec,2022,701.72,448.1085,314446.69662,267547.98168715456,46898.71493284544
West Bengal,Tubes,Online,May,2022,834.22,335.91600000000005,280227.84552000003,223514.86665355458,56712.97886644545
West Bengal,Tyres,Retail,May,2022,837.4000000000001,987.3360000000001,826795.1664000002,513205.1090594547,313590.0573405455
Rajasthan,Tyres,Distributor,Apr,2022,345.56,249.4485,86199.42366,60914.35968745455,25285.063972545453
West Bengal,Tyres,Online,Jan,2022,598.9,909.027,544416.2703,353698.2730751545,190717.99722484546
Haryana,Tubes,Distributor,Jul,2022,422.94,268.84200000000004,113704.03548000002,107027.79426235457,6676.241217645453
Tamil Nadu,Tyres,Retail,Mar,2022,856.48,153.7935,131721.05688,82269.87433855454,49451.18254144545
Uttar Pradesh,Brakes,Retail,Jun,2022,294.68,1033.347,304506.69396,200484.1781510546,104022.5158089454
Uttar Pradesh,Tyres,Distributor,Feb,2022,393.26000000000005,649.32,255351.58320000005,242257.44896935465,13094.134230645403
Maharashtra,Alloys,Online,Feb,2022,949.76,877.128,833061.0892800001,592284.7535249547,240776.3357550454
Rajasthan,Batteries,Online,Jan,2022,586.1800000000001,788.1405000000001,461992.1982900001,422224.1824172546,39768.015872745484
Uttar Pradesh,Tubes,Online,Dec,2022,257.58000000000004,631.1445000000001,162570.20031000004,133968.64709635457,28601.55321364547
Maharashtra,Batteries,Retail,Apr,2022,513.0400000000001,897.456,460430.8262400001,318586.12427965464,141844.70196034544
Rajasthan,Tyres,Online,Oct,2022,486.54,410.87550000000005,199907.36577000003,154202.52230755455,45704.84346244548
Karnataka,Brakes,Distributor,Nov,2022,290.44,800.7510000000001,232570.12044000003,188150.9362223546,44419.18421764544
West Bengal,Suspension,Online,Feb,2022,53.0,682.038,36148.014,26100.730847954546,10047.283152045457
West Bengal,Suspension,Online,Feb,2022,905.24,583.2645,527994.35598,503701.9601237546,24292.39585624542
Haryana,Suspension,Online,Sep,2022,947.6400000000001,608.2965,576446.0952600001,367013.0885135546,209433.0067464455
Maharashtra,Tubes,Retail,Apr,2022,783.34,534.282,418524.4618800001,341420.3100722547,77104.1518077454
Gujarat,Tubes,Distributor,Nov,2022,740.94,1040.508,770953.9975200001,566041.0319138546,204912.96560614544
Tamil Nadu,Tyres,Online,Aug,2022,732.46,188.03400000000002,137727.38364000001,92008.28543005457,45719.09820994544
Tamil Nadu,Brakes,Retail,Feb,2022,400.68,823.4205000000001,329928.12594000006,274740.3179081546,55187.80803184543
Uttar Pradesh,Suspension,Retail,Oct,2022,1027.14,677.7645,696159.02853,629565.4021805545,66593.62634944555
Karnataka,Suspension,Online,Feb,2022,152.64000000000001,983.4090000000001,150107.54976000002,137714.41910185458,12393.130658145441
Uttar Pradesh,Suspension,Retail,Apr,2022,302.1,491.05350000000004,148347.26235000003,141571.3909373546,6775.871412645443
Gujarat,Suspension,Retail,Nov,2022,538.48,991.7355,534029.73204,364920.96115525457,169108.77088474546
West Bengal,Brakes,Retail,Jun,2022,631.76,980.49,619434.3624,543947.3452778546,75487.0171221454
Karnataka,Brakes,Retail,Aug,2022,658.26,900.5325,592784.52345,396210.0368675546,196574.4865824454
Delhi,Suspension,Distributor,Jan,2022,977.32,814.2225000000001,795755.9337000002,721140.3995846547,74615.53411534545
Punjab,Tyres,Online,Jan,2022,360.40000000000003,260.232,93787.61280000002,85501.88020165457,8285.73259834545
Haryana,Batteries,Online,Oct,2022,453.68,703.899,319344.89832,301872.1937078544,17472.70461214555
Tamil Nadu,Brakes,Online,Jun,2022,689.0,933.9540000000001,643494.3060000001,488718.7918544546,154775.5141455455
Gujarat,Suspension,Distributor,Aug,2022,365.70000000000005,532.0875,194584.39875000002,170323.3450850546,24261.053664945415
Punjab,Tubes,Retail,Sep,2022,899.94,542.2305,487974.91617000004,354585.3840488545,133389.53212114552
West Bengal,Tubes,Distributor,Feb,2022,76.32000000000001,519.6135,39656.90232000001,32763.904908854558,6892.99741114545
Maharashtra,Brakes,Online,Sep,2022,205.64000000000001,955.101,196406.96964000002,148560.82759225456,47846.14204774547
Delhi,Tubes,Retail,Aug,2022,922.2,961.6110000000001,886797.6642000001,747603.9644060547,139193.69979394542
Uttar Pradesh,Batteries,Online,Dec,2022,1055.76,512.799,541392.67224,399537.02114215464,141855.65109784534
Tamil Nadu,Tyres,Distributor,May,2022,241.68,421.49100000000004,101865.94488000001,68067.60400945456,33798.34087054545
Punjab,Tubes,Distributor,Aug,2022,67.84,935.3085,63451.32864,50545.353848654544,12905.974791345456
Karnataka,Alloys,Online,Dec,2022,558.62,949.725,530535.3795,478696.40849605465,51838.97100394539
Gujarat,Alloys,Online,Jun,2022,634.94,816.018,518122.4689200001,452251.73618185456,65870.73273814551
Rajasthan,Brakes,Distributor,Apr,2022,487.6,808.0275,393994.20900000003,248251.2115175546,145742.99748244544
Maharashtra,Tyres,Online,Aug,2022,685.82,779.793,534797.63526,425741.88013225456,109055.75512774545
Gujarat,Tubes,Distributor,Jul,2022,944.46,428.2635,404477.74521,369718.2593882546,34759.48582174542
Karnataka,Alloys,Distributor,Jan,2022,220.48000000000002,462.987,102079.37376000002,79902.49874125455,22176.87501874547
Tamil Nadu,Suspension,Distributor,Dec,2022,1056.8200000000002,480.43800000000005,507736.48716000014,459717.30299545464,48019.1841645455
Uttar Pradesh,Batteries,Retail,Mar,2022,328.6,564.6060000000001,185529.53160000005,142009.57558705457,43519.95601294548
Maharashtra,Tubes,Distributor,Feb,2022,778.0400000000001,785.4315,611097.1242600001,518903.1832349546,92193.94102504547
Uttar Pradesh,Alloys,Online,May,2022,852.24,639.408,544929.07392,477457.3557923545,67471.7181276455
Delhi,Suspension,Retail,Aug,2022,351.92,431.6865,151919.11308,103831.55576725454,48087.55731274547
Uttar Pradesh,Tyres,Online,Oct,2022,944.46,428.6835,404874.41841,283395.91778905457,121478.50062094541
Haryana,Tyres,Distributor,Jun,2022,76.32000000000001,541.6005,41334.95016000001,39660.71325175455,1674.2369082454607
Gujarat,Suspension,Distributor,Dec,2022,471.70000000000005,966.7035,455994.04095000005,304673.0652197546,151320.97573024547
